City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,howrah,22.5892,88.3103,28.0,74,40,3.09,IN,1712506196
363,codrington,-38.2667,141.9667,10.29,93,1,3.86,AU,1712506196
364,kargasok,59.0556,80.8572,-8.35,81,44,0.45,RU,1712506196
365,vila velha,-20.3297,-40.2925,28.97,75,20,5.66,BR,1712506147
366,mahdia,35.5047,11.0622,25.97,36,0,7.16,TN,1712506196
367,puerto aysen,-45.4,-72.7,11.39,71,31,2.6,CL,1712506196
368,churapcha,62.0025,132.4325,-11.84,98,100,2.35,RU,1712506197
369,fortuna,40.5982,-124.1573,9.96,97,40,0.0,US,1712506197
370,lorengau,-2.0226,147.2712,27.83,79,99,2.91,PG,1712506198
371,saint croix,17.7397,-64.7388,30.25,74,40,4.12,VI,1712506198
372,kavalerovo,44.2661,135.0572,5.86,40,35,0.89,RU,1712506198
373,timmins,48.4669,-81.3331,6.8,68,60,1.6,CA,1712506198
374,awjilah,29.1081,21.2869,26.24,19,0,6.72,LY,1712506198
375,happy valley-goose bay,53.3168,-60.3315,5.39,54,34,1.8,CA,1712506105
376,presidente medici,-11.1753,-61.9014,26.07,91,100,3.12,BR,1712506198
377,lompoc,34.6391,-120.4579,13.3,74,0,6.17,US,1712506148
378,al jawf,29.5,38.75,23.28,11,0,5.82,SA,1712506198
379,saudarkrokur,65.7461,-19.6394,-1.23,89,99,12.34,IS,1712506198
380,coquimbo,-29.9533,-71.3436,13.85,100,100,3.6,CL,1712505692
381,beledweyne,4.7358,45.2036,36.94,26,46,4.02,SO,1712506199
382,fort st. john,56.2499,-120.8529,3.18,39,41,7.44,CA,1712506029
383,bhakkar,31.6253,71.0657,28.44,14,0,3.49,PK,1712506199
384,suva,-18.1416,178.4415,26.71,78,75,2.57,FJ,1712506032
385,montalvo,-1.8,-79.3333,28.71,80,96,1.81,EC,1712506199
386,jackson,42.4165,-122.8345,7.06,88,75,0.45,US,1712506129
387,uturoa,-16.7333,-151.4333,29.16,77,100,4.12,PF,1712506199
388,baker city,44.7749,-117.8344,4.22,84,75,0.0,US,1712506051
389,new norfolk,-42.7826,147.0587,12.62,96,79,1.24,AU,1712506200
390,griffith,41.5284,-87.4237,9.73,78,100,5.14,US,1712506200
391,labytnangi,66.6572,66.4183,-4.23,95,100,6.2,RU,1712506200
392,kavaratti,10.5669,72.642,29.33,73,96,4.24,IN,1712506200
393,saint-francois,46.4154,3.9054,20.36,69,0,2.06,FR,1712506200
394,ta`u,-14.2336,-169.5144,28.58,77,74,3.8,AS,1712506200
395,chifeng,42.2683,118.9636,8.84,35,54,5.94,CN,1712506200
396,linxia chengguanzhen,35.6003,103.2064,9.89,58,39,0.22,CN,1712506200
397,vila franca do campo,37.7167,-25.4333,18.27,99,82,7.1,PT,1712506201
398,tandalti,13.0167,31.8667,34.28,10,100,4.82,SD,1712506201
399,znamenskoye,57.1281,73.8282,-4.44,86,69,3.25,RU,1712506201
400,bandarbeyla,9.4942,50.8122,27.6,74,66,4.35,SO,1712506201
401,butterworth,5.3991,100.3638,30.03,62,20,1.54,MY,1712506201
402,basco,20.4487,121.9702,27.73,82,37,7.85,PH,1712506201
403,eydhafushi,5.1033,73.0708,29.24,74,100,2.14,MV,1712506201
404,hadibu,12.65,54.0333,27.59,72,3,3.16,YE,1712506201
405,vail,32.0479,-110.712,13.44,31,0,1.79,US,1712506147
406,frenda,35.0654,1.0495,27.81,13,100,7.39,DZ,1712506202
407,acarau,-2.8856,-40.12,28.46,76,99,1.88,BR,1712506168
408,la mira,18.035,-102.3266,29.57,31,0,2.34,MX,1712506202
409,belomorsk,64.5232,34.7668,-1.44,97,100,4.05,RU,1712506202
410,urangan,-25.3,152.9,22.89,94,96,2.68,AU,1712506202
411,catriel,-37.8791,-67.7956,22.6,27,8,1.84,AR,1712505986
412,kirensk,57.7853,108.1119,-5.58,96,78,1.34,RU,1712506203
413,tippi,7.2,35.45,20.34,98,67,0.91,ET,1712506039
414,holualoa,19.6228,-155.9522,20.91,91,40,4.12,US,1712505942
415,bako,5.7833,36.5667,18.29,94,99,2.05,ET,1712506039
416,mafeteng,-29.823,27.2374,17.04,55,100,9.23,LS,1712506203
417,inhambane,-23.865,35.3833,23.77,77,99,7.53,MZ,1712506203
418,bayanaul,50.7889,75.6956,3.69,78,99,2.86,KZ,1712506203
419,ribeira brava,32.65,-17.0667,21.51,65,25,6.1,PT,1712506204
420,luling,29.9322,-90.3665,25.55,75,100,5.14,US,1712506204
421,miura,35.14,139.6192,15.89,94,90,1.61,JP,1712506204
422,kirovskiy,45.0917,133.5136,6.77,52,92,1.75,RU,1712506204
423,monte alto,-21.2611,-48.4964,30.12,46,8,3.28,BR,1712506204
424,warrensburg,38.7628,-93.7361,18.04,39,0,11.83,US,1712506205
425,ouesso,1.6136,16.0517,30.92,54,84,1.34,CG,1712506205
426,utrik,11.2278,169.8474,26.85,79,88,9.41,MH,1712506205
427,zhangjiakou,40.81,114.8794,15.37,25,100,1.28,CN,1712506205
428,inverloch,-38.6333,145.7167,15.59,82,68,5.69,AU,1712506205
429,shihezi,44.3,86.0333,15.51,36,98,2.78,CN,1712506205
430,cam ranh,11.9214,109.1591,28.98,74,75,2.06,VN,1712506205
431,coahuayana de hidalgo,18.7,-103.6583,31.68,24,75,1.93,MX,1712506206
432,sciacca,37.5082,13.0881,25.36,51,0,4.65,IT,1712506206
433,itaituba,-4.2761,-55.9836,30.47,65,96,1.68,BR,1712506206
434,revda,56.801,59.9303,1.79,91,100,2.81,RU,1712506206
435,cockburn town,21.4612,-71.1419,24.91,78,48,4.5,TC,1712506051
436,quibala,-10.7337,14.98,19.75,96,100,0.53,AO,1712506206
437,pisco,-13.7,-76.2167,24.03,73,93,3.6,PE,1712506206
438,selebi-phikwe,-21.979,27.8498,22.28,68,100,5.74,BW,1712506206
439,araguaina,-7.1911,-48.2072,30.91,61,67,1.26,BR,1712506050
440,souillac,-20.5167,57.5167,25.75,88,33,2.64,MU,1712506207
441,coyuca de catalan,18.3333,-100.65,33.53,25,2,0.53,MX,1712506207
442,bridgetown,13.1,-59.6167,30.27,66,40,7.2,BB,1712506156
443,alice springs,-23.7,133.8833,11.75,76,59,3.6,AU,1712506207
444,arkalyk,50.2486,66.9114,9.59,81,100,1.25,KZ,1712506207
445,bengkulu,-3.8004,102.2655,25.8,89,100,1.32,ID,1712506207
446,sidareja,-7.4846,108.7923,25.35,93,100,0.84,ID,1712506207
447,morada nova,-5.1067,-38.3725,31.24,62,52,1.69,BR,1712505948
448,kamina,-8.7386,24.9906,19.74,95,100,1.33,CD,1712506207
449,mwinilunga,-11.7358,24.4293,20.3,94,63,1.25,ZM,1712506208
450,schuyler,42.4167,-76.883,11.99,52,100,5.03,US,1712506208
451,dunedin,-45.8742,170.5036,11.0,99,93,1.34,NZ,1712505986
452,palikir - national government center,6.9248,158.1611,26.41,83,75,2.06,FM,1712506208
453,pangody,65.85,74.4859,-5.13,81,100,12.41,RU,1712506208
454,saldanha,-33.0117,17.9442,17.97,72,99,10.42,ZA,1712506104
455,uhrichsville,40.3931,-81.3465,12.28,47,0,0.0,US,1712506053
456,slave lake,55.2834,-114.769,5.91,63,100,0.27,CA,1712506208
457,penalva,-3.2942,-45.1736,25.92,91,98,0.99,BR,1712505924
458,island harbour,50.724,-1.2758,15.26,71,98,4.47,GB,1712506209
459,beyneu,45.3167,55.2,14.53,33,39,6.15,KZ,1712506209
460,monmouth,40.3001,-74.1663,12.86,52,100,5.66,US,1712506209
461,queenstown,-31.8976,26.8753,13.4,97,100,3.55,ZA,1712506209
462,vinales,22.6164,-83.7078,26.55,33,0,2.91,CU,1712506209
463,kudahuvadhoo,2.6708,72.8944,29.22,75,99,2.15,MV,1712506209
464,cozumel,20.5083,-86.9458,29.04,58,0,5.14,MX,1712506175
465,itoman,26.1247,127.6694,22.21,94,75,2.06,JP,1712506209
466,mahina,-17.5065,-149.489,26.87,74,20,1.03,PF,1712506210
467,paracatu,-17.2222,-46.8747,28.69,52,6,3.75,BR,1712506210
468,torrijos,39.9819,-4.2835,23.37,49,17,6.92,ES,1712506210
469,northam,51.0333,-4.2167,13.55,93,91,10.75,GB,1712506210
470,shengli,37.4564,118.4856,18.82,41,100,2.29,CN,1712506210
471,rochester,43.1548,-77.6156,12.08,58,20,3.6,US,1712506146
472,qulsary,46.9531,54.0198,12.66,51,73,5.83,KZ,1712506210
473,tura,25.5198,90.2201,26.68,52,82,4.19,IN,1712506211
474,quellon,-43.1167,-73.6167,10.52,86,100,1.72,CL,1712506211
475,placido de castro,-10.3353,-67.1856,25.83,85,100,1.8,BR,1712505999
476,laguna,38.421,-121.4238,12.27,81,0,0.0,US,1712506211
477,zhezqazghan,47.7833,67.7667,14.32,44,40,3.0,KZ,1712506041
478,namibe,-15.1961,12.1522,24.12,77,77,4.63,AO,1712506211
479,dinguiraye,11.3,-10.7167,39.09,17,70,3.01,GN,1712506211
480,rabaul,-4.1967,152.1721,26.18,88,100,5.16,PG,1712506212
481,paita,-5.0892,-81.1144,24.55,69,66,4.08,PE,1712506028
482,koundara,12.4833,-13.3,41.9,11,97,1.3,GN,1712505938
483,undurkhaan,47.3194,110.6556,3.73,60,72,3.21,MN,1712506212
484,suances,43.4334,-4.0434,16.73,95,20,3.6,ES,1712506212
485,moyale,3.5167,39.0584,23.77,72,93,3.11,KE,1712506212
486,vernon,50.2581,-119.2691,7.56,63,5,1.54,CA,1712505914
487,tazacorte,28.629,-17.9293,21.54,70,40,4.63,ES,1712506212
488,semnan,35.5729,53.3971,21.98,25,100,5.73,IR,1712506212
489,mossel bay,-34.1831,22.146,15.96,90,100,15.13,ZA,1712506213
490,puerto baquerizo moreno,-0.9,-89.6,29.55,70,20,5.14,EC,1712506208
491,helong,42.5397,128.9972,8.66,50,1,2.58,CN,1712506213
492,weleri,-6.9713,110.0666,29.94,83,80,1.47,ID,1712506213
493,eirunepe,-6.6603,-69.8736,29.8,64,100,1.43,BR,1712506213
494,aransas pass,27.9095,-97.15,27.0,82,75,3.6,US,1712506213
495,santa eularia des riu,38.9846,1.5341,19.95,73,0,1.54,ES,1712506155
496,pechora,65.1472,57.2244,-2.86,93,99,7.15,RU,1712505989
497,kyabe,9.4515,18.9449,33.24,39,42,4.66,TD,1712506213
498,tongouson,5.0214,120.1328,27.47,82,99,2.48,PH,1712506214
499,uige,-7.6087,15.0613,22.34,94,91,1.17,AO,1712506214
500,boise,43.6135,-116.2035,7.25,82,20,1.54,US,1712505915
501,dawson creek,55.7666,-120.2362,3.13,35,57,7.48,CA,1712506061
502,palasa,18.7667,84.4167,29.35,59,64,2.64,IN,1712506214
503,cabedelo,-6.9811,-34.8339,33.37,67,51,4.96,BR,1712506181
504,bhaisa,19.1,77.9667,34.52,23,91,2.63,IN,1712506214
505,gracemere,-23.4333,150.45,21.95,94,100,2.57,AU,1712506215
506,plettenberg bay,-34.0527,23.3716,17.77,92,93,8.95,ZA,1712506045
507,ritchie,-29.038,24.6028,17.64,83,87,5.19,ZA,1712506215
508,faya-largeau,17.9257,19.1043,36.13,8,52,7.16,TD,1712506215
509,longjiang,47.3303,123.1836,-3.71,36,23,4.64,CN,1712506215
510,strezhevoy,60.7333,77.5889,-5.58,73,37,2.24,RU,1712506216
511,berdigestyakh,62.0989,126.6992,-18.51,100,96,1.41,RU,1712506216
512,raja,8.4596,25.678,29.16,45,98,1.22,SS,1712506216
513,dalandzadgad,43.5708,104.425,11.26,25,81,3.33,MN,1712506216
514,doullens,50.1572,2.3402,17.28,78,85,6.56,FR,1712506217
515,tabuk,17.4189,121.4443,25.44,80,99,1.16,PH,1712506190
516,fada n'gourma,12.0622,0.3578,37.69,26,100,4.91,BF,1712506217
517,caleta de carquin,-11.0925,-77.6267,23.98,79,99,3.96,PE,1712506217
518,kokshetau,53.2775,69.3883,1.18,93,100,7.0,KZ,1712506217
519,senanga,-16.1167,23.2667,20.98,89,99,4.84,ZM,1712506217
520,kirakira,-10.4544,161.9205,26.94,88,100,2.46,SB,1712506217
521,'ali sabieh,11.1558,42.7125,25.56,68,15,7.5,DJ,1712506217
522,siwa oasis,29.2041,25.5195,27.03,17,0,5.81,EG,1712506218
523,rundu,-17.9333,19.7667,28.66,36,95,1.84,NA,1712506218
524,galle,6.0367,80.217,28.15,78,99,1.08,LK,1712506218
525,yeppoon,-23.1333,150.7333,21.88,90,97,2.91,AU,1712506218
526,yamba,-5.9,22.3,23.6,92,99,1.24,CD,1712506218
527,papao,-17.75,-149.55,26.82,78,100,3.43,PF,1712506218
528,apucarana,-23.5508,-51.4608,27.07,42,40,3.67,BR,1712506141
529,nehe,48.4833,124.8333,-6.08,39,64,6.21,CN,1712506219
530,aldinga beach,-35.2793,138.4604,15.42,80,58,2.08,AU,1712506219
531,keetmanshoop,-26.5833,18.1333,21.38,24,5,7.4,NA,1712506219
532,fairfield,41.2668,-73.3162,10.21,53,100,4.12,US,1712506109
533,wang nam yen,13.5033,102.1812,28.35,75,52,3.15,TH,1712506219
534,peace river,56.2501,-117.286,3.17,76,20,4.63,CA,1712505988
535,gizo,-8.103,156.8419,27.08,83,100,6.69,SB,1712506219
536,gondar,12.6,37.4667,24.48,23,100,3.9,ET,1712506219
537,villa gesell,-37.2639,-56.973,23.18,54,3,5.69,AR,1712506134
538,avanigadda,16.0215,80.9181,28.86,73,3,5.61,IN,1712506182
539,shambu,9.5667,37.1,18.21,47,91,1.26,ET,1712506220
540,mukalla,14.5425,49.1242,27.14,64,6,1.4,YE,1712506220
541,reggane,26.7158,0.1714,39.55,5,0,1.89,DZ,1712506220
542,chandler,33.3062,-111.8412,17.8,37,0,2.68,US,1712506086
543,alexandria,31.2156,29.9553,21.3,70,0,6.66,EG,1712505956
544,broome,42.2506,-75.833,11.21,49,0,5.14,US,1712506221
545,gordonvale,-17.0936,145.7842,26.06,100,94,1.51,AU,1712506221
546,broadstairs,51.3591,1.4394,15.98,58,100,5.36,GB,1712506221
547,warrnambool,-38.3833,142.4833,11.85,89,3,4.3,AU,1712506221
548,gisborne,-38.6533,178.0042,10.44,90,11,3.13,NZ,1712506071
549,sao vicente,-23.9631,-46.3919,31.82,54,67,3.13,BR,1712506221
550,nica,43.7031,7.2661,20.53,70,0,3.09,FR,1712506222
551,misratah,32.3754,15.0925,21.73,39,0,3.88,LY,1712506222
552,daru,-9.0763,143.2092,27.63,83,99,2.34,PG,1712506218
553,marondera,-18.1853,31.5519,17.35,87,70,2.41,ZW,1712506222
554,shimabara,32.7833,130.3667,17.84,90,100,1.14,JP,1712506222
555,el abiodh sidi cheikh,32.893,0.5484,29.94,10,100,7.63,DZ,1712506223
556,i-n-salah,27.1935,2.4607,40.2,5,8,2.45,DZ,1712505939
557,isangel,-19.55,169.2667,23.94,84,100,2.71,VU,1712506067
558,myanaung,18.2833,95.3167,31.13,54,1,2.67,MM,1712506223
559,kas,36.2018,29.6377,19.76,51,100,2.23,TR,1712506223
560,khairpur mir's,27.5295,68.7617,29.0,10,0,0.94,PK,1712506223
561,seydi,39.4816,62.9137,22.22,23,78,3.29,TM,1712506223
562,usogorsk,63.4106,48.6872,-2.41,95,100,2.58,RU,1712506224
563,kharp,66.8014,65.8081,-4.6,95,100,4.51,RU,1712506224
564,valparaiso,-33.0393,-71.6273,25.08,60,0,4.12,CL,1712506224
565,vorkuta,67.5,64.0,-7.16,87,100,6.71,RU,1712506013
566,santa maria del rio,21.8,-100.75,25.03,21,38,3.42,MX,1712506224
567,taichung,24.1469,120.6839,24.5,86,75,2.06,TW,1712505949
